title,domain,difficulty,duration,description,url
IBM Management Consultant Professional Certificate,Business,Beginner,7.0,"Build In-Demand Management Consulting Skills. Build job-ready consulting skills through strategic analysis, financial modeling, and AI tools. Enroll for free.",https://www.coursera.org/professional-certificates/ibm-management-consultant
IBM Product Manager Professional Certificate,General,Beginner,120.0,Prepare for a career as a product manager. Gain the in-demand skills and hands-on experience to get job ready in less than 3 months. No ... Enroll for free.,https://www.coursera.org/professional-certificates/ibm-product-manager
IBM Product Owner Professional Certificate,General,Beginner,10.0,Get job-ready as a product owner in 3-4 months. Build the skills employers look for on a resume and prepare for the PSPO I certification ... Enroll for free.,https://www.coursera.org/professional-certificates/ibm-product-owner
IBM Program Manager Professional Certificate,General,Beginner,10.0,Get job-ready as a program manager in 2 months. Build in-demand skills and prepare for the PMI-PgMP certification exam. No experience required. Enroll for free.,https://www.coursera.org/professional-certificates/ibm-program-manager
IBM Project Manager Professional Certificate,General,Beginner,10.0,Prepare for a career as an IT project manager. Build job-ready skills and prepare for the CAPM certification exam. No prior experience required. Enroll for free.,https://www.coursera.org/professional-certificates/ibm-project-manager
IBM RAG and Agentic AI Professional Certificate,Data Science,Advanced,3.0,"Offered by IBM. Build real-world AI with RAG and agentic AI. Use AI tools to streamline automation, drive innovation & take your career ... Enroll for free.",https://www.coursera.org/professional-certificates/ibm-rag-and-agentic-ai
IBM Relational Database Administrator with GenAI Professional Certificate,Computer Science,Intermediate,10.0,Offered by IBM. Build job-ready database skills. Gain practical experience in the high-demand fields of data management and data ... Enroll for free.,https://www.coursera.org/professional-certificates/ibm-relational-database-administrator
IBM Systems Analyst Professional Certificate,General,Beginner,8.0,Prepare for a career as a systems analyst. Build in-demand skills & hands-on experience employers want. No prior experience or degree required Enroll for free.,https://www.coursera.org/professional-certificates/ibm-systems-analyst
IBM Systems and Solutions Architect Professional Certificate,Data Science,Beginner,10.0,"Launch Your Systems and Solutions Architect Career. Build job-ready expertise in IT architecture, modeling tools, systems design, and AI Enroll for free.",https://www.coursera.org/professional-certificates/ibm-systems-and-solutions-architect
IBM UI/UX Designer Professional Certificate,Arts and Humanities,Beginner,10.0,"Unlock your UI/UX career with job-ready skills. Build skills & hands-on experience employers are looking for, including Figma and Miro, in 4 ... Enroll for free.",https://www.coursera.org/professional-certificates/ibm-ui-ux-designer
IBM and ISC2 Cybersecurity Specialist Professional Certificate,Computer Science,Beginner,120.0,Offered by IBM and ISC2. Get job-ready to launch your cybersecurity career . Build the information security skills and hands-on experience ... Enroll for free.,https://www.coursera.org/professional-certificates/ibm-isc2-cybersecurity-specialist
IBM iOS and Android Mobile App Developer Professional Certificate,General,Beginner,10.0,Get job-ready as a mobile app developer. Build iOS and Android mobile app development skills and practical experience employers look for in ... Enroll for free.,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc
IBM z/OS Mainframe Practitioner Professional Certificate,Business,Intermediate,10.0,"Offered by IBM . Launch your career as an IBM z/OS Practitioner. Build skills in IBM Z, a platform used in the world's most critical businesses. Enroll for free.",https://www.coursera.org/professional-certificates/ibm-z-mainframe
ISC2 Systems Security Certified Practitioner (SSCP),Information Technology,Beginner,10.0,Offered by ISC2. Advance Your IT Career with Cybersecurity Skills. Gain Flexibility with Self-Paced Learning. Enroll for free.,https://www.coursera.org/specializations/sscp-training
IT Fundamentals for Cybersecurity Specialization,Computer Science,Beginner,10.0,Offered by IBM. Launch your career in Cybersecurity. Acquire the knowledge you need to work in Cybersecurity Enroll for free.,https://www.coursera.org/specializations/it-fundamentals-cybersecurity
Improve Your English Communication Skills Specialization,Social Sciences,Beginner,10.0,Offered by Georgia Institute of Technology. Improve Your English Communication Skills. Write and speak more professionally in English to ... Enroll for free.,https://www.coursera.org/specializations/improve-english
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Computer Science,Intermediate,20.0,"In the second course of the Deep Learning Specialization, you will open the deep learning black box to understand the processes that drive performance and generate good results systematically. By the end, you will learn the best practices to train and develop test sets and analyze bias/variance for building deep learning applications; be able to use standard neural network techniques such as initialization, L2 and dropout regularization, hyperparameter tuning, batch normalization, and gradient",https://www.coursera.org/learn/deep-neural-network
Indigenous Canada,General,Beginner,20.0,"Indigenous Canada is a 12-module course from the Faculty of Native Studies (University of Alberta). Through interdisciplinary lenses, this course invites you to build foundational knowledge about Indigenous histories and gain a deeper understanding of contemporary realities at global, national, and local levels. You will develop practical skills to: · Critically analyze colonial and Indigenous histories · Interpret treaties, land claims, and legal frameworks · Understand Indigenous political",https://www.coursera.org/learn/indigenous-canada
"Influencing: Storytelling, Change Management and Governance Specialization",Business,Beginner,10.0,Offered by Macquarie University. The ability to influence without force or coercion is important in any organization and at all levels. ... Enroll for free.,https://www.coursera.org/specializations/influencing-storytelling-change-management
Information Technology (IT) and Cloud Fundamentals Specialization,Information Technology,Beginner,10.0,"Offered by IBM. Kickstart a new IT and Cloud Career . Master hardware, operating systems, programming, database, networking, storage, ... Enroll for free.",https://www.coursera.org/specializations/it-cloud-fundamentals
Instructional Design Foundations and Applications,Arts and Humanities,Not specified,10.0,"This course, Instructional Design Foundations, introduces learners to the conceptual and theoretical foundations of instructional design as well as the analysis aspect of instructional systems design in order to create an innovative instructional solution to performance problems in organizations. This particular course also introduces learners to concepts covered in the Instructional Design MasterTrack Certificate. Upon successful completion of this course, you will be able to: ●Describe the maj",https://www.coursera.org/learn/instructional-design-foundations-applications
Intellectual Property Law Specialization,Social Sciences,Intermediate,10.0,Offered by University of Pennsylvania. Become fluent in the rules of the new economy. Learn how to use intellectual property law to protect ... Enroll for free.,https://www.coursera.org/specializations/introduction-intellectual-property
International Law in Action: the Arbitration of International Disputes,Social Sciences,Not specified,10.0,"‘The Arbitration of International Disputes’ is the third course of Leiden University’s series on International Law in Action. The first course covered generalities on the international courts and tribunals in The Hague, while the second course provided an insider's perspective into the work of international criminal courts and tribunals. This third course explores the major aspects of international arbitration as one of the most common method of international dispute settlement . Through this",https://www.coursera.org/learn/arbitration-international-disputes
Introduction to AI,Data Science,Beginner,1.0,"Offered by Google. Discover how AI works and explore foundational AI concepts, such as machine learning. Learn about the rise of generative ... Enroll for free.",https://www.coursera.org/learn/google-introduction-to-ai
Introduction to Artificial Intelligence (AI),Data Science,Beginner,10.0,"Artificial Intelligence (AI) is all around us, seamlessly integrated into our daily lives and work. Enroll in this course to understand key AI terminologies and applications, launch your AI career, or transform your existing one. This course covers core AI concepts, including deep learning, machine learning, and neural networks. You’ll examine generative AI models, including large language models (LLMs) and their capabilities. Further, you’ll analyze the applications of AI across domains, such",https://www.coursera.org/learn/introduction-to-ai
"Introduction to Biology: Ecology, Evolution, & Biodiversity Specialization",General,Beginner,3.0,Offered by Rice University. Understand nature like a biologist.. Embark on a journey from the classroom to museums and nature reserves to ... Enroll for free.,https://www.coursera.org/specializations/introduction-to-biology
Introduction to Business Analytics and Information Economics Specialization,Data Science,Beginner,40.0,Offered by University of Illinois Urbana-Champaign. Analytic opportunities and the value of data. Gain the ability to process data to make ... Enroll for free.,https://www.coursera.org/specializations/analytics-information
Introduction to Calculus,Physical Science and Engineering,Intermediate,60.0,"The focus and themes of the Introduction to Calculus course address the most important foundations for applications of mathematics in science, engineering and commerce. The course emphasises the key ideas and historical motivation for calculus, while at the same time striking a balance between theory and application, leading to a mastery of key threshold concepts in foundational mathematics. Students taking Introduction to Calculus will: • gain familiarity with key ideas of precalculus, inclu",https://www.coursera.org/learn/introduction-to-calculus
Introduction to Corporate Finance,Business,Not specified,9.0,"This course provides a brief introduction to the fundamentals of finance, emphasizing their application to a wide variety of real-world situations spanning personal finance, corporate decision-making, and financial intermediation. Key concepts and applications include: time value of money, risk-return tradeoff, cost of capital, interest rates, retirement savings, mortgage financing, auto leasing, capital budgeting, asset valuation, discounted cash flow (DCF) analysis, net present value, internal",https://www.coursera.org/learn/wharton-finance
Introduction to Cosmetic Science and Ingredients Specialization,General,Beginner,10.0,Offered by Olay. Learn cosmetic science from Olay scientists. Build a foundational understanding about the industry processes of creating ... Enroll for free.,https://www.coursera.org/specializations/introduction-to-cosmetic-science
Introduction to Data Analysis Using Python,Data Science,Beginner,30.0,"This course is the seventh course in the Google Data Analytics Certificate. The Python programming language is a powerful tool for data analysis. In this course, you’ll learn the basic concepts of Python programming and how data professionals use Python on the job. You'll explore concepts such as object-oriented programming, variables, data types, functions, conditional statements, loops, and data structures. Google employees who currently work in the field will guide you through this course b",https://www.coursera.org/learn/introduction-to-data-analysis-using-python
Introduction to Data Analytics,Data Science,Beginner,10.0,"Ready to start a career in Data Analysis but don’t know where to begin? This course presents you with a gentle introduction to Data Analysis, the role of a Data Analyst, and the tools used in this job. You will learn about the skills and responsibilities of a data analyst and hear from several data experts sharing their tips & advice to start a career. This course will help you to differentiate between the roles of Data Analysts, Data Scientists, and Data Engineers. You will familiarize yourse",https://www.coursera.org/learn/introduction-to-data-analytics
Introduction to Data Science Specialization,Data Science,Beginner,10.0,Offered by IBM. Launch your career in data science. Gain foundational data science skills to prepare for a career or further advanced ... Enroll for free.,https://www.coursera.org/specializations/introduction-data-science
Introduction to Electronics,Physical Science and Engineering,Not specified,10.0,"This course introduces students to the basic components of electronics: diodes, transistors, and op amps. It covers the basic operation and some common applications.",https://www.coursera.org/learn/electronics
Introduction to Engineering Mechanics,Physical Science and Engineering,Not specified,10.0,This course is an introduction to learning and applying the principles required to solve engineering mechanics problems. Concepts will be applied in this course from previous courses you have taken in basic math and physics. The course addresses the modeling and analysis of static equilibrium problems with an emphasis on real world engineering applications and problem solving. The copyright of all content and materials in this course are owned by either the Georgia Tech Research Corporation,https://www.coursera.org/learn/engineering-mechanics-statics
Introduction to English Common Law,Social Sciences,Beginner,20.0,"The common law of England and Wales is one of the major global legal traditions. This MOOC will give you an introduction to this influential legal system including its history, constitutional background, sources and institutions. You’ll learn about the different ways in which laws are made and interpreted, the English court system and the increasing importance of European Union and human rights law. Now is an especially exciting time to be learning about English common law, given the potential",https://www.coursera.org/learn/intro-common-law
Introduction to Finance and Accounting Specialization,Business,Beginner,10.0,Offered by University of Pennsylvania. Learn the basics of finance and accounting. Build a foundation of core business skills in finance and ... Enroll for free.,https://www.coursera.org/specializations/finance-accounting
Introduction to Financial Accounting,Business,Not specified,10.0,"Master the technical skills needed to analyze financial statements and disclosures for use in financial analysis, and learn how accounting standards and managerial incentives affect the financial reporting process. By the end of this course, you’ll be able to read the three most common financial statements: the income statement, balance sheet, and statement of cash flows. Then you can apply these skills to a real-world business challenge as part of the Wharton Business Foundations Specialization",https://www.coursera.org/learn/wharton-accounting
Introduction to Generative AI Learning Path Specialization,Data Science,Beginner,10.0,Offered by Google Cloud. This learning path offers a comprehensive introduction to generative AI. This specialization explores the ... Enroll for free.,https://www.coursera.org/specializations/introduction-to-generative-ai
Introduction to Genetics and Evolution,General,Advanced,10.0,"Introduction to Genetics and Evolution is a college-level class being offered simultaneously to new students at Duke University. The course gives interested people a very basic overview of some principles behind these very fundamental areas of biology. We often hear about new ""genome sequences,"" commercial kits that can tell you about your ancestry (including pre-human) from your DNA or disease predispositions, debates about the truth of evolution, why animals behave the way they do, and how pe",https://www.coursera.org/learn/genetics-evolution
Introduction to Healthcare,Health,Beginner,10.0,"Solving the problems and challenges within the U.S. healthcare system requires a deep understanding of how the system works. Successful solutions and strategies must take into account the realities of the current system. This course explores the fundamentals of the U.S. healthcare system. It will introduce the principal institutions and participants in healthcare systems, explain what they do, and discuss the interactions between them. The course will cover physician practices, hospitals, phar",https://www.coursera.org/learn/intro-to-healthcare
Introduction to Marketing,Business,Not specified,10.0,"Taught by three of Wharton's top faculty in the marketing department, consistently ranked as the #1 marketing department in the world, this course covers three core topics in customer loyalty: branding, customer centricity, and practical, go-to-market strategies. You’ll learn key principles in - Branding: brand equity is one of the key elements of keeping customers in a dynamic world in which new startups are emerging constantly. - Customer centricity: not synonymous with customer service, cu",https://www.coursera.org/learn/wharton-marketing
Introduction to Mathematical Thinking,General,Intermediate,40.0,"Learn how to think the way mathematicians do – a powerful cognitive process developed over thousands of years. Mathematical thinking is not the same as doing mathematics – at least not as mathematics is typically presented in our school system. School math typically focuses on learning procedures to solve highly stereotyped problems. Professional mathematicians think a certain way to solve real problems, problems that can arise from the everyday world, or from science, or from within mathemati",https://www.coursera.org/learn/mathematical-thinking
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,General,Beginner,10.0,"This course will help you be a better negotiator. Unlike many negotiation courses, we develop a framework for analyzing and shaping negotiations. This framework will allow you to make principled arguments that persuade others. It will allow you to see beneath the surface of apparent conflicts to uncover the underlying interests. You will leave the course better able to predict, interpret, and shape the behavior of those you face in competitive situations. In this course, you will have several o",https://www.coursera.org/learn/negotiation
Introduction to Philosophy,Arts and Humanities,Not specified,10.0,"This course will introduce you to some of the main areas of research in contemporary philosophy. Each module a different philosopher will talk you through some of the most important questions and issues in their area of expertise. We’ll begin by trying to understand what philosophy is – what are its characteristic aims and methods, and how does it differ from other subjects? Then we’ll spend the rest of the course gaining an introductory overview of several different areas of philosophy. Topic",https://www.coursera.org/learn/philosophy
Introduction to Programming with Python and Java Specialization,Computer Science,Beginner,10.0,"Offered by University of Pennsylvania. Boost Your Computer Programming Skills. With minimal previous exposure, learn two popular programming ... Enroll for free.",https://www.coursera.org/specializations/programming-python-java
Introduction to Psychology,Health,Beginner,20.0,"What are people most afraid of? What do our dreams mean? Are we natural-born racists? What makes us happy? What are the causes and cures of mental illness? This course tries to answer these questions and many others, providing a comprehensive overview of the scientific study of thought and behavior. It explores topics such as perception, communication, learning, memory, decision-making, persuasion, emotions, and social behavior. We will look at how these aspects of the mind develop in children,",https://www.coursera.org/learn/introduction-psychology
Introduction to Social Media Marketing,Business,Beginner,10.0,"Offered by Meta. This course lays the foundation of social media marketing. You’ll learn what social media marketing entails, including the ... Enroll for free.",https://www.coursera.org/learn/social-media-marketing-introduction
Introduction to Statistics,Data Science,Beginner,10.0,"Stanford's ""Introduction to Statistics"" teaches you statistical thinking concepts that are essential for learning from data and communicating insights. By the end of the course, you will be able to perform exploratory data analysis, understand key principles of sampling, and select appropriate tests of significance for multiple contexts. You will gain the foundational skills that prepare you to pursue more advanced topics in statistical thinking and machine learning. Topics include Descriptive",https://www.coursera.org/learn/stanford-statistics
Introduction to Systematic Review and Meta-Analysis,Health,Advanced,10.0,"We will introduce methods to perform systematic reviews and meta-analysis of clinical trials. We will cover how to formulate an answerable research question, define inclusion and exclusion criteria, search for the evidence, extract data, assess the risk of bias in clinical trials, and perform a meta-analysis. Upon successfully completing this course, participants will be able to: - Describe the steps in conducting a systematic review - Develop an answerable question using the “Participants In",https://www.coursera.org/learn/systematic-review
Introductory Human Physiology,Health,Beginner,30.0,"Explore the fascinating world of human physiology and learn about the body's organ systems, their functions, and how they maintain health. In this comprehensive course, you will: - Master key concepts in human physiology and homeostasis - Delve into the nervous, endocrine, cardiovascular, respiratory, and urinary systems - Examine the role of senses, muscles, gastrointestinal, and reproductive systems - Apply knowledge to real-life situations and medical conditions This course is perfect for s",https://www.coursera.org/learn/physiology
Intuit Academy Bookkeeping Professional Certificate,General,Beginner,10.0,Offered by Intuit. Launch your career in bookkeeping. Gain the professional skills you need to succeed in the bookkeeping field. No degree ... Enroll for free.,https://www.coursera.org/professional-certificates/intuit-bookkeeping
"JavaScript Programming with React, Node & MongoDB Specialization",Computer Science,Beginner,10.0,Offered by IBM. Discover your JavaScript developer potential . Solidify your cloud application developer skills with essential JavaScript ... Enroll for free.,https://www.coursera.org/specializations/javascript-programming-with-react-node-mongodb
Johns Hopkins Medical Office Manager Professional Certificate,Health,Beginner,3.0,Offered by Johns Hopkins University. Become a skilled medical office manager. Gain essential skills to manage healthcare practices in 6 ... Enroll for free.,https://www.coursera.org/professional-certificates/johns-hopkins-medical-office-manager
Keller Williams Real Estate Agent Professional Certificate,General,Beginner,10.0,Offered by Keller Williams. This is your path to a career in real estate. Unlock your real estate potential by learning how to apply the ... Enroll for free.,https://www.coursera.org/professional-certificates/keller-williams-real-estate-agent
Key Technologies for Business Specialization,Business,Beginner,10.0,Offered by IBM. Get ahead with key business technologies. Gain foundational understanding of key technologies driving modern businesses. Enroll for free.,https://www.coursera.org/specializations/key-technologies-for-business
Leading People and Teams Specialization,Business,Beginner,10.0,Offered by University of Michigan. Leading Effectively. Learn proven management techniques in just four courses. Enroll for free.,https://www.coursera.org/specializations/leading-teams
Leading the Modern Day Business Specialization,Business,Beginner,10.0,"The modern day business is a dynamic enterprise, and leading it now needs a conglomerate of essential skills, ranging from design thinking ... Enroll for free.",https://www.coursera.org/specializations/leading-modern-day-business
Learn SQL Basics for Data Science Specialization,Data Science,Beginner,10.0,"Offered by University of California, Davis. This Specialization is intended for a learner with no previous coding experience seeking to ... Enroll for free.",https://www.coursera.org/specializations/learn-sql-basics-data-science
Learning How to Learn: Powerful mental tools to help you master tough subjects,Arts and Humanities,Beginner,20.0,"This course gives you easy access to the invaluable learning techniques used by experts in art, music, literature, math, science, sports, and many other disciplines. We’ll learn about how the brain uses two very different learning modes and how it encapsulates (“chunks”) information. We’ll also cover illusions of learning, memory techniques, dealing with procrastination, and best practices shown by research to be most effective in helping you master tough subjects. Using these approaches, no",https://www.coursera.org/learn/learning-how-to-learn
Linear Algebra for Machine Learning and Data Science,Data Science,Intermediate,30.0,"Newly updated for 2024! Mathematics for Machine Learning and Data Science is a foundational online program created by DeepLearning.AI and taught by Luis Serrano. In machine learning, you apply math concepts through programming. And so, in this specialization, you’ll apply the math concepts you learn using Python programming in hands-on lab exercises. As a learner in this program, you'll need basic to intermediate Python programming skills to be successful. After completing this course, you will",https://www.coursera.org/learn/machine-learning-linear-algebra
Machine Learning Specialization,Data Science,Beginner,10.0,Offered by Stanford University and DeepLearning.AI. #BreakIntoAI with Machine Learning Specialization. Master fundamental AI concepts and ... Enroll for free.,https://www.coursera.org/specializations/machine-learning-introduction
Machine Learning in Production,Data Science,Intermediate,10.0,"In this Machine Learning in Production course, you will build intuition about designing a production ML system end-to-end: project scoping, data needs, modeling strategies, and deployment patterns and technologies. You will learn strategies for addressing common challenges in production like establishing a model baseline, addressing concept drift, and performing error analysis. You’ll follow a framework for developing, deploying, and continuously improving a productionized ML application. Unders",https://www.coursera.org/learn/introduction-to-machine-learning-in-production
Management Consulting Specialization,Business,Beginner,10.0,"Offered by Emory University. Management Consultant's Careers Skills Tools. Work like a management consultant: smarter, and faster Enroll for free.",https://www.coursera.org/specializations/managementconsulting
Management of Fashion and Luxury Companies,Business,Beginner,10.0,"Learn how fashion and luxury companies work and understand their brands, products, retail, and communication strategies. Travel through business models, international development, and product categories with industry influent experts. Adopting a case-study approach, the course presents strategic brand management in luxury and fashion companies as a balancing act: tradition vs. innovation, expertise vs. experimentation, casual vs. stylish; in order to increase the brand value by nurturing the br",https://www.coursera.org/learn/mafash
Marine Biology,Arts and Humanities,Beginner,7.0,"This course is about life in the oceans, from the sunlit surface to the inky depths, from microscopic phytoplankton to the great blue whale. The ocean is among the world’s most inhospitable environments for scientific research, which is why we know as much about the surface of the moon as we do the bottom of the sea. This course uncovers the evolutionary history of marine organisms, adaptations to life in water, the behavior and functional morphology of sea animals, interactions between species,",https://www.coursera.org/learn/marine-biology
Master Microsoft Office 365 and Power Platform Specialization,Personal Development,Beginner,10.0,"Offered by Microsoft. Master Microsoft Office and Power Platform. Boost your productivity and become an Expert in Word, Excel, PowerPoint, ... Enroll for free.",https://www.coursera.org/specializations/master-microsoft-office-365-power-platform
Mathematics for Machine Learning Specialization,Data Science,Beginner,10.0,Offered by Imperial College London. Mathematics for Machine Learning. Learn about the prerequisite mathematics for applications in data ... Enroll for free.,https://www.coursera.org/specializations/mathematics-machine-learning
Mathematics for Machine Learning and Data Science Specialization,Data Science,Beginner,5.0,Offered by DeepLearning.AI. Master the Toolkit of AI and Machine Learning. Mathematics for Machine Learning and Data Science is a ... Enroll for free.,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science
Maximize Productivity With AI Tools,Data Science,Beginner,2.0,"Leverage generative AI tools to speed up work tasks and boost your productivity. Examine the important role humans play in the effective use of AI, and understand the types of workplace tasks you can augment with AI. By the end of this course, you will be able to determine if AI is right for a given task and how to use AI to accelerate workflows.",https://www.coursera.org/learn/google-maximize-productivity-with-ai-tools
Medical Billing and Coding Fundamentals Specialization,Health,Beginner,10.0,Offered by MedCerts. Gain the Medical Billing and Coding Fundamentals. Prepare for a career in the Medical Billing industry by gaining an ... Enroll for free.,https://www.coursera.org/specializations/medical-billing-coding-fundamentals
Medical Neuroscience,Health,Advanced,70.0,"Medical Neuroscience explores the functional organization and neurophysiology of the human central nervous system, while providing a neurobiological framework for understanding human behavior. In this course, you will discover the organization of the neural systems in the brain and spinal cord that mediate sensation, motivate bodily action, and integrate sensorimotor signals with memory, emotion and related faculties of cognition. The overall goal of this course is to provide the foundation for",https://www.coursera.org/learn/medical-neuroscience
Medical Office Procedures and Administration Fundamentals Specialization,Health,Beginner,2.0,Offered by MedCerts. Understanding Procedures and Administration. Medical Office Procedures and Administration Fundamentals provides ... Enroll for free.,https://www.coursera.org/specializations/medical-office-procedures-and-administration-fundamentals
Medical Terminology Specialization,Health,Beginner,10.0,"Offered by Rice University. Develop your skills in medical terminology. Identify word parts (prefixes, suffixes, and roots) and ... Enroll for free.",https://www.coursera.org/specializations/medicalterminology
Mental Health Care Fundamentals Specialization,Health,Beginner,2.0,Offered by MedCerts. Master Mental Health Theories and Development. Gain a thorough understanding of mental health through professional ... Enroll for free.,https://www.coursera.org/specializations/mental-health-care-fundamentals
Mergers and Acquisitions Specialization,General,Intermediate,10.0,Offered by University of Illinois Urbana-Champaign. Learn to execute successful M&A strategies. Learners will be able to gain a wholistic ... Enroll for free.,https://www.coursera.org/specializations/mergersandacquisitions
Meta Android Developer Professional Certificate,General,Beginner,224.0,Offered by Meta. Launch your career as an Android app developer. Build job-ready skills for an in-demand career and earn a credential from ... Enroll for free.,https://www.coursera.org/professional-certificates/meta-android-developer
Meta Back-End Developer Professional Certificate,General,Beginner,192.0,Offered by Meta. Launch your career as a back-end developer. Build job-ready skills for an in-demand career and earn a credential from Meta. ... Enroll for free.,https://www.coursera.org/professional-certificates/meta-back-end-developer
Meta Data Analyst Professional Certificate,Data Science,Beginner,10.0,Offered by Meta. Launch your career in data analytics. Build job-ready skills – and must-have AI skills – for an in-demand career. Earn a ... Enroll for free.,https://www.coursera.org/professional-certificates/meta-data-analyst
Meta Database Engineer Professional Certificate,Computer Science,Beginner,144.0,Offered by Meta. Launch your career as a Database Engineer. Build job-ready skills for an in-demand career and earn a credential from Meta. ... Enroll for free.,https://www.coursera.org/professional-certificates/meta-database-engineer
Meta Front-End Developer Professional Certificate,General,Beginner,168.0,Offered by Meta. Launch your career as a front-end developer. Build job-ready skills for an in-demand career and earn a credential from ... Enroll for free.,https://www.coursera.org/professional-certificates/meta-front-end-developer
Meta Full Stack Developer: Front-End & Back-End from Scratch Specialization,Computer Science,Beginner,10.0,Offered by Meta. Learn and Master Full-Stack Web Development. Master both front-end and back-end skills to build web apps end-to-end Enroll for free.,https://www.coursera.org/specializations/meta-full-stack-developer
Meta Marketing Analytics Professional Certificate,Data Science,Beginner,280.0,Offered by Meta. Launch Your Career in Marketing Analytics. Build job-ready skills – and must-have AI skills – for an in-demand career. Earn ... Enroll for free.,https://www.coursera.org/professional-certificates/facebook-marketing-analytics
Meta Marketing Science Certification Prep Specialization,Business,Intermediate,10.0,Offered by Meta. Unlock your potential in marketing analytics. Build your marketing analytics skills and prepare to take the Meta Marketing ... Enroll for free.,https://www.coursera.org/specializations/meta-marketing-science-certification-prep
Meta React Native Specialization,Computer Science,Beginner,6.0,"Offered by Meta. Become a cross-platform mobile app developer. Learn in-demand skills for developing reliable, scalable and user-friendly ... Enroll for free.",https://www.coursera.org/specializations/meta-react-native
Meta React Specialization,Computer Science,Intermediate,10.0,"Offered by Meta. Master Fundamental and Advanced React Concepts. Learn all about React, from basic concepts to advanced practices Enroll for free.",https://www.coursera.org/specializations/meta-react-specialization
Meta Social Media Marketing Professional Certificate,Business,Beginner,10.0,Offered by Meta. Launch your career as a Social Media Marketer. Build job-ready skills – and must-have AI skills – for an in-demand career. ... Enroll for free.,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
Meta Web Development Fundamentals Specialization,Computer Science,Beginner,10.0,Offered by Meta. Master fundamental web development skills. Build frontend and backend skills in web development to start your journey as ... Enroll for free.,https://www.coursera.org/specializations/meta-web-development-fundamentals
Meta iOS Developer Professional Certificate,General,Beginner,224.0,Offered by Meta. Launch your career as an iOS developer. Build job-ready skills for an in-demand career and earn a credential from Meta. No ... Enroll for free.,https://www.coursera.org/professional-certificates/meta-ios-developer
Methods and Statistics in Social Sciences Specialization,Data Science,Beginner,10.0,"Offered by University of Amsterdam. Critically Analyze Research and Results Using R. Learn to recognize sloppy science, perform solid ... Enroll for free.",https://www.coursera.org/specializations/social-science
Microeconomics Principles Specialization,Social Sciences,Beginner,10.0,Offered by University of Illinois Urbana-Champaign. Welcome to this Specialization focused on the principles of Microeconomics. This program ... Enroll for free.,https://www.coursera.org/specializations/microeconomics-principles
Microsoft 365 Copilot for Leaders Specialization,Business,Beginner,10.0,Offered by Vanderbilt University. Copilot Mastery for Leaders. Master Microsoft 365 Copilot and redefine leadership productivity Enroll for free.,https://www.coursera.org/specializations/microsoft-365-copilot-for-leaders
"Microsoft 365 Essentials: Create, Collaborate, and Deliver Specialization",Data Science,Beginner,10.0,Offered by Microsoft. Boost Your Productivity with Microsoft 365 Tools. Learn essential Microsoft apps and Copilot AI features to enhance ... Enroll for free.,https://www.coursera.org/specializations/microsoft-365-essentials-create-collaborate-and-deliver
Microsoft 365 Fundamentals Specialization,Personal Development,Beginner,10.0,Offered by Microsoft. Pursue your passion and improve your productivity. Learn how to use the best-in-class suite of apps that help you stay ... Enroll for free.,https://www.coursera.org/specializations/microsoft-365-fundamentals
Microsoft AI & ML Engineering Professional Certificate,Data Science,Intermediate,168.0,"Offered by Microsoft. Prepare for a Career in AI & ML Engineering. Build, deploy, and innovate with advanced techniques and real-world ... Enroll for free.",https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering
Microsoft AI Product Manager Professional Certificate,Data Science,Beginner,120.0,Offered by Microsoft. Launch your Product Manager career with Microsoft. Learn in-demand market research skills and become a job-ready ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-ai-product-manager
Microsoft Back-End Developer Professional Certificate,Arts and Humanities,Beginner,10.0,Offered by Microsoft. Launch your Career in Back-End Development. Start your journey as a back-end developer. Develop job-ready AI-powered ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-back-end-developer
Microsoft Business Analyst Professional Certificate,Business,Beginner,120.0,Offered by Microsoft. Launch your career as a business analyst. Build job-ready skills for an in-demand career in business analysis in as ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-business-analyst
Microsoft Cloud Support Associate Professional Certificate,Information Technology,Beginner,10.0,Offered by Microsoft. Launch your career as a Cloud Support Associate. Build job-ready skills for an in-demand career in information ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-cloud-support-associate
Microsoft Copilot: Your Everyday AI Companion Specialization,Data Science,Beginner,10.0,Offered by Microsoft. Unlock your AI-powered efficiency and innovation. Build in-demand AI skills and become a sought-after expert in ... Enroll for free.,https://www.coursera.org/specializations/microsoft-copilot-your-everyday-ai-companion
Microsoft Cybersecurity Analyst Professional Certificate,Computer Science,Beginner,240.0,Offered by Microsoft. Launch your career as a cybersecurity analyst. Build job-ready skills – and must-have AI skills – for an in-demand ... Enroll for free.,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst
